Input_dB;Output_dB_SW;Gain_Reduction_dB_SW;Output_dB_HW;Gain_Reduction_dB_HW;Metrik Analisis;Nilai
-9,697;-9,697;0,0;-9,6975;-0,0006;;
-9,0909;-9,0909;0,0;-9,091;-0,0001;;
-8,4848;-8,4848;0,0;-8,4852;-0,0004;;
-7,8788;-7,8788;0,0;-7,8788;-0,0001;;
-7,2727;-7,2727;0,0;-7,2728;-0,0;;
-6,6667;-6,6667;0,0;-6,6667;-0,0001;;
-6,0606;-6,0606;0,0;-6,0607;-0,0001;;
-5,4545;-5,4545;0,0;-5,4549;-0,0004;;
-4,8485;-4,9619;-0,1134;-4,9615;-0,1131;;
-4,2424;-4,8043;-0,5619;-4,8043;-0,5619;;
-3,6364;-4,6385;-1,0021;-4,6382;-1,0018;;
-3,0303;-4,4641;-1,4338;-4,4641;-1,4338;;
-2,4242;-4,281;-1,8568;-4,2808;-1,8565;;
-1,8182;-4,0888;-2,2706;-4,0889;-2,2707;;
-1,2121;-3,8874;-2,6752;-3,888;-2,6758;;
-0,6061;-3,6764;-3,0703;-3,685;-3,079;;
0,0;-3,4558;-3,4558;-3,5432;-3,5432;;
