Input_dB;Output_dB_SW;Gain_Reduction_dB_SW;Output_dB_HW;Gain_Reduction_dB_HW;Metrik Analisis;Nilai
-34,5455;-34,5455;0,0;-34,5595;-0,0141;;
-33,9394;-33,9394;0,0;-33,9442;-0,0048;;
-33,3333;-33,3333;0,0;-33,345;-0,0116;;
-32,7273;-32,7273;0,0;-32,7383;-0,011;;
-32,1212;-32,1212;0,0;-32,1283;-0,0071;;
-31,5152;-31,5152;0,0;-31,5183;-0,0032;;
-30,9091;-30,9091;0,0;-30,9111;-0,002;;
-30,303;-30,303;0,0;-30,3087;-0,0057;;
-29,697;-29,697;0,0;-29,7048;-0,0079;;
-29,0909;-29,0909;0,0;-29,0948;-0,0039;;
-28,4848;-28,4848;0,0;-28,4895;-0,0046;;
-27,8788;-27,8788;0,0;-27,8841;-0,0053;;
-27,2727;-27,2727;0,0;-27,2752;-0,0025;;
-26,6667;-26,6667;0,0;-26,6719;-0,0052;;
-26,0606;-26,0606;0,0;-26,065;-0,0044;;
-25,4545;-25,4545;0,0;-25,4579;-0,0034;;
-24,8485;-24,8485;0,0;-24,8487;-0,0002;;
-24,2424;-24,2424;0,0;-24,2448;-0,0024;;
-23,6364;-23,6364;0,0;-23,6398;-0,0034;;
-23,0303;-23,0303;0,0;-23,0327;-0,0024;;
-22,4242;-22,4242;0,0;-22,4267;-0,0025;;
-21,8182;-21,8182;0,0;-21,8209;-0,0027;;
-21,2121;-21,2121;0,0;-21,2149;-0,0028;;
-20,6061;-20,6061;0,0;-20,6085;-0,0024;;
-20,0;-20,0;0,0;-20,0019;-0,0019;;
-19,3939;-19,9687;-0,5747;-19,9701;-0,5762;;
-18,7879;-19,9352;-1,1473;-19,9411;-1,1532;;
-18,1818;-19,8995;-1,7176;-19,9939;-1,8121;;
-17,5758;-19,8613;-2,2855;-19,8598;-2,2841;;
-16,9697;-19,8206;-2,8509;-19,8208;-2,8511;;
-16,3636;-19,7771;-3,4135;-19,7768;-3,4131;;
-15,7576;-19,7307;-3,9731;-19,7304;-3,9728;;
-15,1515;-19,6813;-4,5298;-19,6817;-4,5302;;
-14,5455;-19,6286;-5,0831;-19,6282;-5,0828;;
-13,9394;-19,5724;-5,633;-19,5725;-5,6331;;
-13,3333;-19,5126;-6,1792;-19,5147;-6,1813;;
-12,7273;-19,4489;-6,7216;-19,4572;-6,7299;;
-12,1212;-19,3811;-7,2599;-19,4722;-7,3509;;
-11,5152;-19,309;-7,7938;-19,3091;-7,7939;;
-10,9091;-19,2324;-8,3233;-19,2311;-8,322;;
-10,303;-19,1509;-8,8479;-19,1514;-8,8483;;
-9,697;-19,0644;-9,3675;-19,0653;-9,3683;;
-9,0909;-18,9726;-9,8817;-18,9729;-9,882;;
-8,4848;-18,8753;-10,3904;-18,8746;-10,3897;;
-7,8788;-18,7721;-10,8933;-18,7727;-10,8939;;
-7,2727;-18,6628;-11,39;-18,6629;-11,3902;;
-6,6667;-18,5471;-11,8804;-18,5568;-11,8901;;
-6,0606;-18,4247;-12,3641;-18,5142;-12,4536;;
-5,4545;-18,2954;-12,8408;-18,2958;-12,8413;;
-4,8485;-18,1588;-13,3103;-18,1596;-13,3111;;
-4,2424;-18,0147;-13,7723;-18,015;-13,7726;;
-3,6364;-17,8628;-14,2265;-17,8624;-14,226;;
-3,0303;-17,7028;-14,6725;-17,7022;-14,6719;;
-2,4242;-17,5345;-15,1103;-17,535;-15,1107;;
-1,8182;-17,3576;-15,5394;-17,3572;-15,539;;
-1,2121;-17,1718;-15,9597;-17,1734;-15,9612;;
-0,6061;-16,9769;-16,3708;-16,9859;-16,3798;;
0,0;-16,7726;-16,7726;-16,8594;-16,8594;;
